<<<<<<< HEAD
Diet,Food_group,Subgroup,Engelse_naam/Food_name,Hoeveelheid/Quantity,ENERCJ_(kJ),ENERCC_(kcal),PROT_(g),FAT_(g),CHO_(g),Subgroup
Vegan,Potatoes_and_tubers,Yam_,Yam_raw,per_100g,526,124,1.5,0.3,28.2,
Vegan,Potatoes_and_tubers,Potato_,Potato_sweet_raw,per_100g,413,98,1.2,0.3,21.3,
Vegan,Potatoes_and_tubers,Gnocchi_,Gnocchi_unprepared,per_100g,737,174,3.9,0.3,37.9,
Vegan,Savoury_bread_spreads,Peanut_butter,Peanut_butter,per_100g,2704,654,22.5,56.4,10,
Vegan,Savoury_bread_spreads,Peanut_butter_,Peanut_butter_w_peanut_pieces,per_100g,2693,651,20,55,15,
Vegetarian,Savoury_bread_spreads,Sandwich_spread_,Sandwich_spread_original,per_100g,975,235,1.6,19,14,
Vegan,Savoury_bread_spreads,Tahin,Sesame_paste_tahin_salt_added,per_100g,2486,602,21.9,51.7,6,
Vegan,Savoury_sauces,Sauce,Sauce_barbecue,per_100g,402,95,0.9,0.1,22.2,
Vegetarian,Savoury_sauces,Sauce,Sauce_cocktail/party/table_25%_oil,per_100g,1212,293,0.7,26.1,13.7,
Vegetarian,Savoury_sauces,Sauce,Mayonnaise,per_100g,2732,664,1.1,71.6,3.6,
Vegetarian,Savoury_sauces,Sauce,Ketchup_tomato,per_100g,327,77,1,0,17.7,
Vegetarian,Savoury_sauces,Sauce,Mango_chutney,per_100g,911,215,0.7,0.1,52,
Vegetarian,Savoury_sauces,Sauce,Pesto_green,per_100g,1791,434,10.2,40.9,5.1,
Vegan,Savoury_sauces,Sauce,Sauce_soy,per_100g,1076,253,1.6,0.1,61,
Vegetarian,Savoury_sauces,Sauce,Pesto_red,per_100g,1519,368,5,35,7,
Vegan,Savoury_sauces,Sauce,Sauce_chilli,per_100g,633,149,0.3,0.3,35.8,
Vegetarian,Savoury_sauces,Sauce,Sauce_garlic_30-<40%_oil,per_100g,1562,378,1,36.2,12,
Vegan,Savoury_snacks,Crisps_,Crisps_potato_av,per_100g,2244,538,6.3,32.9,52.2,
Vegetarian,Savoury_snacks,Biscuit_,Biscuit_salted,per_100g,1975,472,8.1,23,56.7,
Vegan,Savoury_snacks,Pretzel_,Pretzel_sticks,per_100g,1613,382,11.9,5.3,69.5,
Vegetarian,Savoury_snacks,Crackers,Prawn_crackers_natural,per_100g,2158,516,3.5,28,62,
Vegan,Savoury_snacks,Popcorn_,Popcorn_plain_popped_wo_oil,per_100g,1633,386,13,4,72,
Vegan,Savoury_snacks,Crisps_,Crisps_tortilla_unflavoured,per_100g,2012,480,6.8,22,61.8,
Vegan,Soups,Soups,Soup_clear_w_vegetables_and_noodles,per_100g,73,17,0.7,0.4,2.5,
Omnivore,Soups,Soups,Soup_clear_w_meat_(beef/chicken),per_100g,163,39,4.9,2,0.3,
Vegan,Soups,Soups,Soup_clear_w_vegetables,per_100g,41,10,0.4,0.3,1,
Omnivore,Soups,Soups,Soup_clear_w_meat_(beef/chicken)_and_noodles,per_100g,193,46,5.1,2,1.9,
Omnivore,Soups,Soups,Soup_clear_w_meat_(beef/chicken)_and_vegetables,per_100g,150,36,4.1,1.7,0.9,
Omnivore,Soups,Soups,Soup_clear_w_meat_(beef/chicken)_vegetables_and_noodles,per_100g,176,42,4.4,1.7,2.1,
Vegan,Soups,Soups,Soup_thickened_w_vegetables,per_100g,149,36,0.7,2.4,2.7,
Omnivore,Soups,Soups,Soup_thickened_w_meat_(beef/chicken),per_100g,265,64,4.9,3.9,2.1,
Vegan,Soups,Soups,Soup_main_course_w_legumes_wo_meat,per_100g,244,58,3.3,1,7,
Omnivore,Soups,Soups,Soup_main_course_w_legumes_and_meat,per_100g,414,99,6.3,3.3,9.3,
Vegan,Sugar_sweets_and_sweet_sauces,Sugar,Sugar_castor_brown,per_100g,1683,396,0,0,99,
Vegan,Sugar_sweets_and_sweet_sauces,Sugar,Sugar_castor_white,per_100g,1683,396,0,0,99,
Vegetarian,Sugar_sweets_and_sweet_sauces,Chocolate_,Chocolate_milk,per_100g,2286,548,7,34.1,52,
Vegetarian,Sugar_sweets_and_sweet_sauces,Chocolate_,Chocolate_dark,per_100g,2209,531,6.5,33.7,46.7,
Vegetarian,Sugar_sweets_and_sweet_sauces,Spread,Spread_chocolate_hazelnut,per_100g,2344,562,5.7,35.3,53.9,
Vegetarian,Sugar_sweets_and_sweet_sauces,Sprinkles,Coloured_sprinkles_fruit-flavoured,per_100g,1671,393,0.1,0,98.2,
Vegan,Sugar_sweets_and_sweet_sauces,Honey,Honey,per_100g,1364,321,0.3,0,80,
Vegan,Sugar_sweets_and_sweet_sauces,Jam,Jam,per_100g,1055,248,0.3,0.1,60.8,
Vegan,Sugar_sweets_and_sweet_sauces,Chewing_gum,Chewing_gum,per_100g,1190,280,0,0,70,
Vegetarian,Sugar_sweets_and_sweet_sauces,Candybar_,Candybar_Mars,per_100g,1888,449,4.1,16.6,70.2,
Vegetarian,Sugar_sweets_and_sweet_sauces,Candybar_,Candybar_Nuts,per_100g,2081,497,4.6,24.8,62.3,
Vegetarian,Sugar_sweets_and_sweet_sauces,Chocolate,Chocolate_milk_w_hazelnuts,per_100g,2342,562,7.7,35.9,50.2,
Vegetarian,Sugar_sweets_and_sweet_sauces,Chocolate_,Chocolate_w_liqueur,per_100g,1602,383,3.3,16.6,49.2,
Vegetarian,Sugar_sweets_and_sweet_sauces,Marshmallows,Marshmallows,per_100g,1398,329,4.6,0.1,77.3,
Vegetarian,Sugar_sweets_and_sweet_sauces,Turkish_Delight,Turkish_Delight,per_100g,1582,372,0,0,92.9,
Vegetarian,Sugar_sweets_and_sweet_sauces,Chocolate_,Chocolate_extra_dark,per_100g,2393,578,9.2,45.4,27.2,
Vegetarian,Sugar_sweets_and_sweet_sauces,Candy_,Candy_mix,per_100g,1392,328,5.8,0.3,75.3,
Vegetarian,Sugar_sweets_and_sweet_sauces,Spread,Fruit_spread,per_100g,688,162,0.5,0.1,38,
Vegan,Vegetables,Endive_,Endive_raw,per_100g,68,16,1.5,0.3,1,
Vegan,Vegetables,Asparagus,Asparagus_white_raw,per_100g,82,19,1,0,3,
Vegan,Vegetables,Aubergine,Aubergine/eggplant_raw,per_100g,84,20,1,0,3,
Vegan,Vegetables,Beetroot_,Beetroot_raw,per_100g,158,38,1.7,0.1,6,
Vegan,Vegetables,Cauliflower_,Cauliflower_raw,per_100g,107,25,1.9,0.2,3,
Vegan,Vegetables,Mushrooms,Mushrooms_chanterelle_raw,per_100g,68,16,1.8,0,1,
Vegan,Vegetables,Mushroom_,Mushroom_raw,per_100g,75,18,2.3,0.5,0.4,
Vegan,Vegetables,Cabbage_,Cabbage_Chinese_raw,per_100g,71,17,1,0,2,
Vegan,Vegetables,Peas_,Peas_raw,per_100g,276,65,4,0,10,
Vegan,Vegetables,Cabbage,Cabbage_green_raw,per_100g,151,36,2.4,0.2,4.1,
Vegan,Vegetables,Cucumber_,Cucumber_wo_skin_raw,per_100g,63,15,0.6,0.2,2.5,
Vegan,Vegetables,Pepper_,Sweet_pepper_green_raw,per_100g,78,19,0.8,0.1,2.5,
Vegan,Vegetables,Turnip_tops,Turnip_tops_raw,per_100g,69,17,2,0,1,
Vegan,Vegetables,Rhubarb,Rhubarb_raw,per_100g,97,23,1,0,2,
Vegan,Vegetables,Cabbage_,Cabbage_red_raw,per_100g,114,27,2,0,3,
Vegan,Vegetables,Lettuce_,Lettuce_butterhead_raw,per_100g,52,13,1.4,0.4,0.3,
Vegan,Vegetables,Beans_,Beans_runner_raw,per_100g,93,22,1.9,0.1,2,
Vegan,Vegetables,Beans,Beans_French_raw,per_100g,105,25,2.3,0.2,1.8,
Vegan,Vegetables,Spinach,Spinach_raw,per_100g,108,26,3.2,0.6,0.9,
Vegan,Vegetables,Bean_,Bean_sprouts_raw,per_100g,104,25,2.2,0.1,3.2,
Vegan,Vegetables,Tomatoes,Tomatoes_classic_round_raw,per_100g,85,20,0.7,0.4,2.9,
Vegan,Vegetables,Beans_,Beans_broad_raw,per_100g,211,51,5,0,4,
Vegan,Vegetables,Onions_,Onions_raw,per_100g,157,37,1.3,0.2,6.3,
Vegan,Vegetables,Lettuce,Lettuce_lambs_raw,per_100g,74,18,2.6,0.2,0.5,
Vegan,Vegetables,Chicory_,Chicory_raw,per_100g,78,19,1.3,0.2,2.4,
Vegan,Vegetables,Cabbage_,Cabbage_white_raw,per_100g,124,30,2,0,4,
Vegan,Vegetables,Carrot_,Carrot_raw_av,per_100g,137,33,0.7,0.3,5.3,
Vegan,Vegetables,Cabbage_,Cabbage_sauerkraut_raw,per_100g,55,13,1.1,0,0.6,
Vegan,Vegetables,Celery_,Celery_raw,per_100g,60,14,1,0,2,
Vegan,Vegetables,Pumpkin_,Pumpkin_raw,per_100g,60,14,0.7,0.2,2,
Vegan,Vegetables,Garlic_,Garlic_raw,per_100g,670,158,6.4,0.5,31,
Vegan,Vegetables,Peper,Sweet_pepper_red_raw,per_100g,106,25,0.8,0.1,4.3,
Vegan,Vegetables,Broccoli_,Broccoli_raw,per_100g,111,27,2.9,0.7,0.7,
Vegan,Vegetables,Courgettes_,Courgettes_raw,per_100g,75,18,1.3,0.2,2.3,
Vegan,Vegetables,Cucumber_,Cucumber_sliced_pickled_glass,per_100g,36,9,0.7,0,1,
Vegan,Vegetables,Vegetables_,Vegetables_pickled_Turkish_Tursu,per_100g,100,24,0.6,0,3.9,
Vegan,Vegetables,Kale_,Kale_curly_glass,per_100g,102,25,2.4,0.6,0.9,
Vegan,Vegetables,Lettuce_,Lettuce_iceberg_raw,per_100g,59,14,1,0.2,1.4,
Vegan,Vegetables,Lettuce_,Lettuce_av_raw,per_100g,61,15,1.4,0.3,1,
Vegan,Vegetables,Tomato_,Tomato_sun-dried,per_100g,1396,331,14.1,3,55.8,
Vegan,Vegetables,Capers,Capers,per_100g,181,43,2.4,0.9,4.9,
Vegan,Vegetables,Tomato,Tomato_sieved_pack,per_100g,165,39,1.8,0.3,6.3,
Vegan,Vegetables,Chili_,Chili_pepper_raw,per_100g,127,30,1.8,0.3,4.2,
Vegan,Vegetables,Lettuce,Lettuce_red_raw,per_100g,76,18,1.3,0.2,2.3,
Vegan,Vegetables,Carrot_,Carrot_bunched_raw,per_100g,131,31,0.9,0.3,5,
Vegan,Vegetables,Tomato,Tomato_vine_raw,per_100g,91,22,0.7,0.5,3,
Vegan,Vegetables,Tomato_,Tomato_cherry_raw,per_100g,126,30,0.9,0.8,3.9,
Vegan,Vegetables,Tomato_,Tomato_beef_raw,per_100g,78,19,0.6,0.5,2.3,
Vegan,Vegetables,Tomato_,Tomato_av_raw,per_100g,95,23,0.7,0.5,3,
Vegan,Vegetables,Rocket_,Rocket_raw,per_100g,94,22,3.6,0.4,0,
Vegan,Vegetables,Peper,Sweet_pepper_yellow_raw,per_100g,105,25,0.7,0.2,3.9,
Vegan,Vegetables,Peper,Sweet_pepper_av_raw,per_100g,100,24,0.8,0.1,3.8,
Vegan,Vegetables,Peper,Sweet_pepper_orange_raw,per_100g,116,28,0.8,0.3,4.7,
Vegan,Vegetables,Asparagus,Asparagus_green_raw,per_100g,119,28,3,0.1,2.8,
Vegan,Vegetables,Lettuce,Lettuce_romaine_raw,per_100g,69,17,1.2,0.3,1.2,
=======
Diet,Food group,Subgroup,Engelse naam/Food name,Hoeveelheid/Quantity,ENERCJ (kJ),ENERCC (kcal),PROT (g),FAT (g),CHO (g),Subgroup
Vegan,Alcoholic beverages,Brandy,Brandy,per 100g,957,231,0,0,0,
Vegan,Alcoholic beverages,Campari,Campari,per 100g,750,180,0,0,10,
Vegan,Alcoholic beverages,Cognac,Cognac,per 100g,945,228,0,0,1,
Vegan,Alcoholic beverages,Gin,Gin young Dutch,per 100g,812,196,0,0,0,
Vegan,Alcoholic beverages,Gin,Gin old Dutch,per 100g,829,200,0,0,1,
Vegan,Alcoholic beverages,Wine,Port wine,per 100g,650,156,0,0,13,
Vegan,Alcoholic beverages,Rum,Rum,per 100g,969,234,0,0,0,
Vegan,Alcoholic beverages,Sherry,Sherry,per 100g,460,111,0,0,3.2,
Vegan,Alcoholic beverages,Vermouth,Vermouth,per 100g,629,150,0,0,16.5,
Vegan,Alcoholic beverages,Whisky,Whisky,per 100g,1015,245,0,0,0,
Vegan,Alcoholic beverages,Wine,Wine red,per 100g,341,82,0,0,3,
Vegan,Alcoholic beverages,Wine,Wine white dry,per 100g,276,67,0.1,0,0.6,
Vegan,Alcoholic beverages,Liqueur ,Liqueur ,per 100g,1218,291,0,0,29,
Vegan,Alcoholic beverages,Wine,Wine white sweet,per 100g,400,96,0.2,0,5.9,
Vegan,Alcoholic beverages,Cider,Cider,per 100g,231,55,0.1,0,6.4,
Vegan,Alcoholic beverages,Wine,Wine rose,per 100g,297,71,0.1,0,2.5,
Vegan,Bread,Bread,Bread White,per 100g,1108,262,9.7,3.6,45.9,
Vegan,Bread,Bread,Bread brown wheat,per 100g,1000,236,9.8,1.7,42.9,
Vegan,Bread,Bread,Bread rye ,per 100g,815,193,5.6,1.3,35.6,
Vegan,Cereals and cereal products,Pasta,Pasta white raw,per 100g,1511,356,12.3,1.5,72,
Vegan,Cereals and cereal products,Rice,Rice white raw,per 100g,1492,352,7,1,78,
Vegan,Cereals and cereal products,Semolina,Semolina,per 100g,1430,337,11,1,70,
Vegan,Cereals and cereal products,Flour,Flour rice,per 100g,1492,352,7,1,78,
Vegan,Cereals and cereal products,Flour,Flour buckwheat,per 100g,1496,353,9,2,72,
Vegan,Cereals and cereal products,Cereal,Cereal,per 100g,1604,378,7,0.9,84,
Vegan,Cereals and cereal products,Oatmeal,Oatmeal,per 100g,1575,373,12.8,7.3,60.7,
Vegan,Cereals and cereal products,Cornstarch,Cornstarch,per 100g,1500,353,0,0.1,88,
Vegan,Cereals and cereal products,Rice ,Rice brown raw,per 100g,1511,357,8.3,2.6,73.5,
Vegan,Cereals and cereal products,Couscous,Couscous unprepared,per 100g,1597,377,12.8,0.6,77.4,
Vegan,Cereals and cereal products,Barley,Barley whole grain raw,per 100g,1391,330,10.6,2.1,59.7,
Vegan,Cereals and cereal products,Tortilla,Wrap/Tortilla,per 100g,1371,325,9.5,7.9,52.5,
Vegan,Cereals and cereal products,Muesli,Muesli crunchy plain/w fruit,per 100g,1841,438,8.3,14.8,64.6,
Vegan,Cereals and cereal products,Quinoa,Quinoa raw,per 100g,1492,354,14.1,6.1,57.2,
Vegan,Cereals and cereal products,Quinoa,Quinoa cooked,per 100g,483,114,4.4,1.9,18.5,
Pescaterian,Cheese,Cheese,Cheese Swiss dried,per 100g,966,228,55,0.7,0,
Pescaterian,Cheese,Cheese,Cheese Edam 40+,per 100g,1345,324,25.5,24.3,0,
Pescaterian,Cheese,Cheese,Cheese Gouda 48+ av,per 100g,1529,369,22.9,30.5,0,
Pescaterian,Cheese,Cheese,Cheese 20+ Leidse w cumin/Fries clove,per 100g,1003,240,33.1,11.9,0,
Pescaterian,Cheese,Cheese,Cheese spread 48+ full fat,per 100g,1078,260,13.4,21.7,2.1,
Pescaterian,Cheese,Cheese,Cheese spread 40+,per 100g,942,227,16,17,2,
Pescaterian,Cheese,Cheese,Cheese spread 20+,per 100g,574,137,17.2,6.8,1.7,
Pescaterian,Cheese,Cheese,Cheese Camembert 45+,per 100g,1271,306,25,22.8,0,
Pescaterian,Cheese,Cheese,Cheese Brie 50+,per 100g,1322,318,23,25.1,0,
Pescaterian,Cheese,Cheese,Cheese cottage,per 100g,384,92,11.2,3.9,2.3,
Pescaterian,Cheese,Cheese,Cheese Roquefort,per 100g,1478,357,19,31,0,
Pescaterian,Cheese,Cheese,Cheese Saint Paulin/Port Salut,per 100g,1415,341,21.5,28.2,0,
Pescaterian,Cheese,Cheese,Cheese Parmesan,per 100g,1684,404,40,27,0,
Pescaterian,Cheese,Cheese,Cheese cream soft Mon Chou,per 100g,1303,316,6.8,31,2.4,
Pescaterian,Cheese,Cheese,Cheese Limburger,per 100g,1175,283,21,21,2,
Pescaterian,Cheese,Cheese,Cheese Gruyere,per 100g,1799,433,29,34.5,1.4,
Pescaterian,Cheese,Cheese,Cheese Emmenthaler,per 100g,1608,387,29,30,0,
Pescaterian,Cheese,Cheese,Cheese Cheddar,per 100g,1721,415,25.5,34.4,0.1,
Pescaterian,Cheese,Cheese,Cheese Bluefort,per 100g,1673,405,17.9,37,0,
Pescaterian,Cheese,Cheese,Cheese cream soft Boursin,per 100g,1696,411,7.5,41,3,
Pescaterian,Cheese,Cheese,Cheese sheep fresh,per 100g,990,238,17,18.8,0,
Pescaterian,Cheese,Cheese,Cheese Kernhem 60+,per 100g,1831,443,18.6,40.6,0,
Pescaterian,Cheese,Cheese,Cheese Gorgonzola,per 100g,1486,359,19.4,31.2,0.1,
Pescaterian,Cheese,Cheese,Cheese Mozzarella made from cow's milk,per 100g,1051,253,18.7,19.5,0.7,
Pescaterian,Cheese,Cheese,Cheese Feta,per 100g,1135,274,16.6,22.8,0.6,
Pescaterian,Cheese,Cheese,Cheese cream w herbs 25-30 g fat,per 100g,1201,291,5.3,28.4,3.4,
Pescaterian,Cheese,Cheese,Cheese white 45+ feta-like from cow's milk,per 100g,1027,247,17.1,19.6,0.6,
Pescaterian,Cheese,Cheese,Cheese Danish Blue,per 100g,1461,352,20.5,29.5,0.7,
Omnivore,Cold meat cuts,Bacon,Bacon,per 100g,783,188,18.5,12.4,0.5,
Omnivore,Cold meat cuts,Salami,Salami,per 100g,1621,392,18.7,34.8,0.9,
Omnivore,Cold meat cuts,Ham,Ham lean grilled,per 100g,501,119,18.9,3.9,1.8,
Omnivore,Cold meat cuts,Chicken,Chicken (processed meat product),per 100g,526,125,17.5,4.4,3.4,
Omnivore,Cold meat cuts,Turkey,Turkey (processed meat product),per 100g,479,113,19.8,2.4,3.2,
Omnivore,Cold meat cuts,Sausage,Sausage ,per 100g,2002,484,22.3,42.5,2.7,
Vegetarian,Eggs,Eggs,Egg whole chicken av raw,per 100g,549,132,12.3,9.1,0.2,
Vegan,Fats and oils,Oil,Oil peanut,per 100g,3700,900,0,100,0,
Pescaterian,Fats and oils,Butter,Butter unsalted,per 100g,3033,737,0.7,81.2,1.1,
Vegan,Fats and oils,Oil,Oil soy,per 100g,3676,894,0.3,99.2,0,
Omnivore,Fats and oils,Lard,Lard,per 100g,3700,900,0,100,0,
Vegan,Fats and oils,Oil,Oil sunflower seed,per 100g,3687,897,0.3,99.5,0,
Vegan,Fats and oils,Oil,Oil olive,per 100g,3700,900,0,100,0,
Vegan,Fats and oils,Margarine,Margarine 80% fat >24 g sat fa salted,per 100g,2956,719,0.1,79.7,0.3,
Vegan,Fats and oils,Oil,Oil linseed,per 100g,3700,900,0,100,0,
Vegan,Fats and oils,Oil,Oil sesame,per 100g,3692,898,0.2,99.7,0,
Vegan,Fats and oils,Oil,Oil rapeseed,per 100g,3696,899,0,99.9,0,
Vegan,Fats and oils,Oil,Oil palm,per 100g,3696,899,0,99.9,0,
Pescaterian,Fish,Eel,Eel raw,per 100g,1537,372,14,35.1,0,
Pescaterian,Fish,Herring,Herring raw,per 100g,827,199,16,15,0,
Pescaterian,Fish,Mackrel,Mackerel raw,per 100g,968,233,18,17.9,0,
Pescaterian,Fish,Oysters,Oysters,per 100g,240,57,6,1.9,4,
Pescaterian,Fish,Sardines,Sardines/pilchards in oil tinned,per 100g,961,231,21.7,16,0,
Pescaterian,Fish,Salmon,Salmon tinned,per 100g,613,146,20.4,7.2,0,
Pescaterian,Fish,Eel,Eel smoked,per 100g,1453,351,19.1,30.5,0,
Pescaterian,Fish,Fish fingers,Fish fingers unprepared,per 100g,812,194,13,8,17,
Pescaterian,Fish,Cod,Cod raw,per 100g,320,75,17.5,0.6,0,
Pescaterian,Fish,Salmon,Salmon smoked,per 100g,785,188,21.8,10.8,0.8,
Pescaterian,Fish,Caviar,Caviar,per 100g,1167,281,24,20.5,0,
Pescaterian,Fish,Squid,Squid raw,per 100g,309,73,16,1,0,
Pescaterian,Fish,Salmon,Salmon farmed raw,per 100g,748,179,20,11,0,
Pescaterian,Fish,Anchovy,Anchovy in oil canned,per 100g,868,208,25,11.9,0.1,
Pescaterian,Fish,Tuna,Tuna in oil tinned,per 100g,862,206,27,10.8,0.1,
Pescaterian,Fish,Tuna,Tuna in water tinned,per 100g,460,109,24.9,1,0,
Pescaterian,Fish,Tuna,Tuna raw,per 100g,429,101,23.7,0.7,0,
Pescaterian,Fish,Tilapia,Tilapia raw,per 100g,364,86,17.9,1.6,0,
Pescaterian,Fish,Surimi,Surimi,per 100g,515,122,6.8,3.6,15.5,
Vegan,Fruits,Apple,Apple wo skin av,per 100g,232,55,0.2,0.1,12,
Vegan,Fruits,Strawberries,Strawberries,per 100g,123,29,0.7,0,5.1,
Vegan,Fruits,Apricots ,Apricots w skin,per 100g,188,44,0.9,0.1,8,
Vegan,Fruits,Pineapple,Pineapple,per 100g,229,54,0.5,0.1,12,
Vegan,Fruits,Banana,Banana,per 100g,391,92,1.1,0.3,20,
Vegan,Fruits,Blueberries,Blueberries,per 100g,219,52,0.7,0,11,
Vegan,Fruits,Lemon,Lemon,per 100g,153,36,0.8,0.3,3,
Vegan,Fruits,Cranberries ,Cranberries fresh,per 100g,98,24,0.4,0.1,3.4,
Vegan,Fruits,Grapes ,Grapes w skin av,per 100g,331,78,0.6,0.2,16.8,
Vegan,Fruits,Raspberries,Raspberries,per 100g,157,37,1.4,0.3,4.5,
Vegan,Fruits,Grapefruit,Grapefruit,per 100g,156,37,0.9,0,6.6,
Vegan,Fruits,Cherries,Cherries,per 100g,243,57,0.9,0.4,11.5,
Vegan,Fruits,Manderins,Manderins,per 100g,194,46,0.7,0.1,9.9,
Vegan,Fruits,Melon,Melon netted,per 100g,114,27,0.5,0,6,
Vegan,Fruits,Pear,Pear wo skin,per 100g,226,53,0.3,0.2,11.7,
Vegan,Fruits,Peach ,Peach wo skin,per 100g,172,41,1,0,7.9,
Vegan,Fruits,Plums,Plums w skin,per 100g,170,40,0.8,0,7.3,
Vegan,Fruits,Orange,Orange,per 100g,200,48,0.8,1,7.9,
Vegan,Fruits,Apples ,Apples dried,per 100g,1234,292,2,0.5,65,
Vegan,Fruits,Prunes,Prunes,per 100g,928,220,2,0,45,
Vegan,Fruits,Coconut ,Coconut meat,per 100g,1671,406,4,40,3,
Vegan,Fruits,Plantain ripe raw,Plantain ripe raw,per 100g,585,138,1.3,0,32,
Vegan,Fruits,Avocado,Avocado,per 100g,767,186,2,18.4,1.8,
Vegan,Fruits,Guava ,Guava (pink fleshed),per 100g,317,75,2.6,1,10.9,
Vegan,Fruits,Lime,Lime,per 100g,173,41,0.7,0.2,7.7,
Vegan,Fruits,Mango,Mango,per 100g,278,66,0.6,0.2,14.3,
Vegan,Fruits,Papaya,Papaya,per 100g,164,39,0.5,0.3,7.8,
Vegan,Fruits,Apple,Apple w skin av,per 100g,238,56,0.3,0.2,12,
Vegan,Fruits,Pomegranate,Pomegranate,per 100g,385,91,1,1,17,
Vegan,Fruits,Figs ,Figs fresh,per 100g,356,84,1,0,19,
Vegan,Fruits,Kiwi ,Kiwi fruit green,per 100g,263,62,0.9,0.8,10.8,
Vegan,Fruits,Melon ,Melon water,per 100g,155,36,0.5,0,8,
Vegan,Fruits,Melon ,Melon honeydew,per 100g,127,30,0.9,0,6.3,
Vegan,Fruits,Nectarine,Nectarine,per 100g,151,36,1,0.1,6.5,
Vegan,Fruits,Dates ,Dates fresh,per 100g,590,139,1.5,0.1,31.3,
Vegan,Fruits,Grapes ,Grapes black w skin,per 100g,316,75,0.6,0.1,16.8,
Vegan,Fruits,Grapes w,Grapes white w skin,per 100g,320,76,0.5,0.4,16.9,
Vegan,Fruits,Melon ,Melon cantaloupe,per 100g,163,38,0.8,0.2,7.9,
Vegan,Herbs and spices,Parsley ,Parsley fresh,per 100g,154,37,4,0.8,1,
Vegan,Herbs and spices,Pepper ,Pepper black/white,per 100g,1393,332,11,3,52,
Vegan,Herbs and spices,Mustard,Mustard,per 100g,538,129,6.7,7.8,6.6,
Vegan,Herbs and spices,Nutmeg ,Nutmeg powder,per 100g,2231,536,6,36,45,
Vegan,Herbs and spices,Cinnamon ,Cinnamon powder,per 100g,1326,316,4,3,56,
Vegan,Herbs and spices,Cumin ,Cumin seed dried,per 100g,1782,427,18,22,34,
Vegan,Herbs and spices,Cloves,Cloves,per 100g,1803,431,6,20,52,
Vegan,Herbs and spices,Chives ,Chives fresh,per 100g,259,62,4,1,8,
Vegan,Herbs and spices,Ginger ,Ginger root,per 100g,342,81,1.8,0.8,15.7,
Vegan,Herbs and spices,Soy ,Soy sauce salt,per 100g,898,211,2.8,0,50,
Vegan,Herbs and spices,Basil ,Basil dried,per 100g,1014,244,23,4.1,10.1,
Vegan,Herbs and spices,Chilli ,Chilli powder,per 100g,1553,373,12,17,32,
Vegan,Herbs and spices,Oregano ,Oregano dried,per 100g,1510,360,11,10,49,
Vegan,Herbs and spices,Paprika ,Paprika powder,per 100g,1498,359,15,13,35,
Vegan,Herbs and spices,Parsley ,Parsley dried,per 100g,1301,309,22,4,41,
Vegan,Herbs and spices,Rosemary ,Rosemary dried,per 100g,1563,374,5,15,46,
Vegan,Herbs and spices,Pepper ,Pepper red hot paste,per 100g,151,36,1.6,0.7,4.9,
Vegan,Herbs and spices,Basil ,Basil fresh,per 100g,200,48,3.1,0.8,5.1,
Vegan,Legumes,Beans ,Beans brown canned,per 100g,506,120,6.5,0.7,18,
Vegan,Legumes,Beans,Beans black eyed dried,per 100g,1554,367,23,2,62,
Vegan,Legumes,Peas ,Peas split yellow/green dried,per 100g,1523,359,22,2,61,
Vegan,Legumes,Beans ,Beans kidney red dried,per 100g,1242,295,22.1,1.4,36.9,
Vegan,Legumes,Beans ,Beans white canned,per 100g,442,105,6.9,0.8,14,
Vegan,Legumes,Beans ,Beans kidney red canned,per 100g,490,116,8.2,0.7,15.1,
Vegan,Legumes,Peas ,Peas chick canned,per 100g,588,140,7.9,2.5,17.9,
Vegan,Legumes,Beans ,Beans black eyed canned,per 100g,532,126,7.8,0.9,18.9,
Vegan,Legumes,Lentils,Lentils brown canned,per 100g,470,112,7.6,0.8,15.6,
Vegan,Legumes,Beans ,Beans cannellini canned,per 100g,473,113,7.1,1.1,15,
Vegan,Legumes,Beans ,Beans chilli canned,per 100g,447,106,6.3,0.8,15.8,
Vegan,Legumes,Beans ,Beans black canned,per 100g,474,113,7.9,1,14.1,
Omnivore,Meat and poultry,Duck ,Duck w skin raw,per 100g,1603,388,13.1,37.3,0,
Omnivore,Meat and poultry,Hare ,Hare whole raw,per 100g,485,115,22,3,0,
Omnivore,Meat and poultry,Chicken ,Chicken w skin raw,per 100g,905,218,18.3,16,0,
Omnivore,Meat and poultry,Turkey,Turkey raw,per 100g,593,141,21.8,6,0,
Omnivore,Meat and poultry,Venison r,Venison raw,per 100g,512,122,22.4,3.6,0,
Omnivore,Meat and poultry,Beef/Pork ,Minced beef/pork shallow fried,per 100g,1322,317,30.1,21.6,0.4,
Omnivore,Meat and poultry,Beef ,Minced beef kofte Turkish prepared,per 100g,1050,251,25.8,12.6,8.2,
Omnivore,Meat and poultry,Mutton,Minced mutton prepared Kofte Turkish,per 100g,848,203,22.6,10.6,3.8,
Omnivore,Meat and poultry,Beef ,Minced beef ball prepared w egg/crumbs,per 100g,1285,308,27,19.8,5.2,
Omnivore,Meat and poultry,Beef,Beef rump steak raw,per 100g,455,108,22.9,1.8,0,
Omnivore,Meat and poultry,Beef ,Beef tenderloin steak raw,per 100g,489,116,23.7,2.3,0,
Omnivore,Meat and poultry,Beef ,Beef prime rib raw,per 100g,691,165,23,8.1,0,
Omnivore,Meat and poultry,Beef ,Beef frying steak raw,per 100g,436,103,21.2,2,0,
